spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,primary_artist,normalized_rank,popularity_index,cluster,tsne1,tsne2,tsne_distance,is_outlier
35ISBknsCeZQtq66xABI9g,Messy,Lola Young,13,-1,1,US,2025-01-31,85,True,284066,This Wasn't Meant For You Anyway,2024-06-21,0.798,0.562,9,-5.913,1,0.0375,0.11,0.00606,0.122,0.647,110.991,4,Lola Young,0.76,0.2897715039577836,1,18.321438,-28.013184,24.761229,False
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,14,1,-3,US,2025-01-31,93,False,211978,Sailor Song,2024-07-26,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4,Gigi Perez,0.74,0.4328585799095363,2,-44.82812,4.0486016,13.391387,False
5TFD2bmFKGhoCRbX61nXY5,NUEVAYoL,Bad Bunny,15,-1,-7,US,2025-01-31,94,False,183685,DeBÍ TiRAR MáS FOToS,2025-01-05,0.142,0.195,6,-20.024,1,0.139,0.265,0.995,0.204,0.12,137.922,4,Bad Bunny,0.72,0.3096229957377714,3,-63.381447,-5.9021554,1.1109097,False
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,16,0,-6,US,2025-01-31,96,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4,Billie Eilish,0.7,0.6903876581767271,1,5.67348,0.86733913,8.022867,False
6jbYpRPTEFl1HFKHk1IC0m,Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",17,0,-1,US,2025-01-31,90,True,278014,CHROMAKOPIA,2024-10-28,0.392,0.555,4,-6.707,0,0.039,0.287,0.000253,0.13,0.191,96.063,3,Tyler,0.68,0.3583620119568484,2,-29.406195,18.042479,21.711672,False
0nj9Bq5sHDiTxSHunhgkFb,squabble up,Kendrick Lamar,18,1,1,US,2025-01-31,88,True,157992,GNX,2024-11-22,0.874,0.672,0,-5.568,1,0.198,0.0206,0.0,0.0783,0.711,103.921,4,Kendrick Lamar,0.66,0.3372013286845081,1,24.744762,-30.685669,30.725239,True
7GCwYL9fowR6Y33OBLCJEO,Again,Fetty Wap,19,31,31,US,2025-01-31,44,True,312258,Fetty Wap,2015-09-25,0.747,0.731,11,-4.423,0,0.055,0.00696,0.0,0.328,0.278,93.035,4,Fetty Wap,0.64,0.1331820580474934,1,21.465952,0.3401975,18.063604,False
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,20,1,-3,US,2025-01-31,92,False,218423,"Good Luck, Babe!",2024-04-05,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4,Chappell Roan,0.62,0.6866402592965206,1,7.973644,-32.69055,25.731995,False
5M2lX0ZAYSAzCs1xPPi9BX,Fat Juicy & Wet,"Sexyy Red, Bruno Mars",21,-3,29,US,2025-01-31,79,True,141057,Fat Juicy & Wet,2025-01-24,0.909,0.619,9,-5.894,1,0.0615,0.0823,0.0,0.3,0.64,104.013,4,Sexyy Red,0.6,0.1980135695439125,1,27.125183,-23.201145,27.331532,False
63EQbNhgaih4yg5412usWG,Loco,Neton Vega,22,0,-1,US,2025-01-31,89,False,186521,Loco,2024-12-20,0.849,0.708,1,-5.502,1,0.0686,0.0741,0.00768,0.139,0.632,91.981,4,Neton Vega,0.58,0.2743376366377685,1,22.687828,-27.217407,26.753452,False
59D4DOkspUbWyMmbAPQkxZ,VOY A LLeVARTE PA PR,Bad Bunny,23,-3,-8,US,2025-01-31,93,True,156364,DeBÍ TiRAR MáS FOToS,2025-01-05,0.148,0.604,7,-35.032,1,0.0588,0.921,0.453,0.405,1e-05,106.295,3,Bad Bunny,0.56,0.3011696772884107,3,-59.32731,-4.7794814,3.2632875,False
3aSWXU6owkZeVhh94XxEWO,30 For 30 (with Kendrick Lamar),"SZA, Kendrick Lamar",24,-1,8,US,2025-01-31,86,True,278276,SOS Deluxe: LANA,2024-12-20,0.714,0.415,1,-10.338,0,0.0634,0.758,0.000112,0.133,0.506,140.059,4,SZA,0.54,0.2838368175360259,2,-34.87774,-16.606848,13.408209,False
6J5kc12BW5HuP3d7C3vvx8,EoO,Bad Bunny,25,-1,-5,US,2025-01-31,92,True,204768,DeBÍ TiRAR MáS FOToS,2025-01-05,0.36,0.464,10,-29.598,0,0.0702,0.749,0.859,0.0825,0.184,63.662,4,Bad Bunny,0.52,0.2908008443271767,3,-61.24168,-4.684815,1.4054213,False
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,26,1,-2,US,2025-01-31,92,False,261466,HIT ME HARD AND SOFT,2024-05-17,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4,Billie Eilish,0.5,0.4348383402756385,2,-35.978775,-5.8993015,3.5495331,False
1eTaznNW4Xxtx9za2SMTXB,DENIAL IS A RIVER,Doechii,27,-1,1,US,2025-01-31,86,True,159586,Alligator Bites Never Heal,2024-08-30,0.825,0.644,6,-3.24,0,0.33,0.0905,0.0,0.0795,0.622,93.292,4,Doechii,0.48,0.2624903882397286,0,25.559494,33.27283,10.329719,False
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,28,0,9,US,2025-01-31,82,True,171291,"Where I've Been, Isn't Where I'm Going",2024-05-31,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4,Shaboozey,0.46,0.5515276227613422,1,7.322321,-13.05247,6.35581,False
3U3hFkMr0Q90pD24EkE3Pr,BMF,SZA,29,-4,-6,US,2025-01-31,89,True,180746,SOS Deluxe: LANA,2024-12-20,0.792,0.55,10,-8.528,0,0.0307,0.506,0.0166,0.087,0.972,128.023,4,SZA,0.44,0.2965388674649888,1,-16.062494,-27.441776,29.275242,False
3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,The Marías,30,2,-12,US,2025-01-31,87,False,236906,Submarine,2024-05-31,0.705,0.339,7,-10.612,1,0.0278,0.552,0.0814,0.12,0.457,97.989,4,The Marías,0.42,0.3024352982110238,2,-37.540016,1.2773873,6.004394,False
2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,31,-2,-2,US,2025-01-31,88,True,175459,Short n' Sweet,2024-08-23,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4,Sabrina Carpenter,0.4,0.3900094431328982,1,19.77493,-12.082567,15.565441,False
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,32,-2,7,US,2025-01-31,87,True,274192,Not Like Us,2024-05-04,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4,Kendrick Lamar,0.38,0.5900475602017301,1,4.731778,23.250273,30.380402,True
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",33,2,-8,US,2025-01-31,89,True,180386,Flower Boy,2017-07-21,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,4,Tyler,0.36,0.4567852027354477,1,-1.5009701,-18.08742,12.751452,False
5IZXB5IKAD2qlvTPJYDCFB,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",34,-1,-7,US,2025-01-31,83,True,178205,F-1 Trillion,2024-08-15,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,4,Post Malone,0.34,0.4283730009154057,1,24.09016,-12.70944,19.871086,False
7d6yK8v8J484SWH5prIQiE,VeLDÁ,"Bad Bunny, Omar Courtz, Dei V",35,-4,-9,US,2025-01-31,92,True,235336,DeBÍ TiRAR MáS FOToS,2025-01-05,0.613,0.981,1,-18.638,1,0.149,0.29,0.0023,0.437,0.0337,101.852,3,Bad Bunny,0.32,0.2913496042216359,0,-7.3326993,24.190155,30.744835,True
3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),"Kendrick Lamar, SZA",36,0,14,US,2025-01-31,87,True,232186,Black Panther The Album Music From And Inspired By,2018-02-09,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,4,Kendrick Lamar,0.3,0.2608992084432718,1,6.383504,-11.387591,4.4721255,False
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,37,-3,-7,US,2025-01-31,89,False,210688,I've Tried Everything But Therapy (Part 1),2023-09-15,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3,Teddy Swims,0.28,0.6302943434822567,1,-3.100519,0.6513259,11.245156,False
7HDq8aEtkBeZq7gfzYjW28,Tweaker,GELO,38,-1,-3,US,2025-01-31,77,True,189544,Tweaker,2025-01-03,0.584,0.817,8,-6.504,1,0.383,0.156,0.0,0.0736,0.814,111.242,5,GELO,0.26,0.1923974745571051,0,27.688244,34.189125,11.823636,False
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,39,-1,-8,US,2025-01-31,90,False,157279,Short n' Sweet,2024-08-23,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4,Sabrina Carpenter,0.24,0.4707731420404573,1,27.284231,-11.027968,22.604258,False
7hR22TOX3RorxJPcsz5Wbo,Love Somebody,Morgan Wallen,40,0,5,US,2025-01-31,85,False,204828,Love Somebody,2024-10-18,0.619,0.843,5,-5.348,0,0.0284,0.00948,0.000118,0.164,0.746,122.064,4,Morgan Wallen,0.22,0.3040105540897098,1,22.662428,-13.184659,18.653975,False
3MJ6lFNV12FSHAOzTzkwxz,Smile,Morgan Wallen,41,5,-5,US,2025-01-31,83,False,224127,Smile,2024-12-31,0.502,0.223,11,-11.285,1,0.0331,0.943,3.78e-06,0.0766,0.396,126.31,4,Morgan Wallen,0.2,0.265112401055409,2,-37.808815,-12.030271,9.725985,False
0eaVIYo2zeOaGJeqZ5TwYz,No Pole,Don Toliver,42,-3,-20,US,2025-01-31,87,True,187613,Love Sick (Deluxe),2023-02-28,0.328,0.631,5,-5.169,0,0.0465,0.0714,0.0,0.567,0.382,85.262,4,Don Toliver,0.18,0.285979566791434,1,30.411285,0.41529432,26.48944,False
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,43,-2,-5,US,2025-01-31,89,False,240400,I Love You.,2013-04-22,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,The Neighbourhood,0.16,0.3458689471923891,1,13.214608,-10.547695,8.880318,False
5WEF0icHWmAZBBMglBd599,WELTiTA,"Bad Bunny, Chuwi",44,-1,-11,US,2025-01-31,91,False,187507,DeBÍ TiRAR MáS FOToS,2025-01-05,0.458,0.297,4,-32.354,0,0.6,0.866,0.329,0.346,0.357,96.14,3,Bad Bunny,0.14,0.2821620661660239,3,-55.41123,-9.696085,8.484177,False
0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,45,-1,-3,US,2025-01-31,86,False,182346,Stick Season,2022-10-14,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,4,Noah Kahan,0.12,0.6649440416592514,2,-24.56452,-26.89892,25.310051,False
63Pi2NAx5yCgeLhCTOrEou,Headlock,Imogen Heap,46,1,4,US,2025-01-31,82,False,215338,Speak for Yourself (Deluxe Version),2005-01-01,0.808,0.372,7,-10.759,0,0.0364,0.792,0.0,0.119,0.787,119.982,4,Imogen Heap,0.1,0.24569327176781,2,-27.147635,-26.752018,24.364624,False
51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",Gracie Abrams,47,2,-7,US,2025-01-31,89,True,157146,The Secret of Us,2024-06-21,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,3,Gracie Abrams,0.08,0.3789787841257875,2,-35.48557,6.203515,9.647356,False
19XpFsce28aByvCC4g89tJ,Too Sweet,Hozier,48,2,2,US,2025-01-31,84,False,251424,Unreal Unearth: Unaired,2024-08-19,0.74,0.643,10,-5.446,1,0.0413,0.041,0.00229,0.0407,0.96,117.025,4,Hozier,0.06,0.2525328872973991,1,10.099822,-34.515186,27.853765,False
2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,Sabrina Carpenter,49,1,0,US,2025-01-31,86,True,186365,Short n' Sweet,2024-08-23,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4,Sabrina Carpenter,0.04,0.3463544608425875,1,2.3748395,-14.620784,7.9448624,False
0BxE4FqsDD1Ot4YuBXwAPp,505,Arctic Monkeys,50,0,0,US,2025-01-31,84,False,253586,Favourite Worst Nightmare,2007-04-22,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,4,Arctic Monkeys,0.02,0.2553442072439434,1,-8.231019,2.1902144,16.198816,False
3ESSGgWzRf1xvP7G5hHMhB,Again,Fetty Wap,42,8,8,US,2025-01-30,68,True,312240,Fetty Wap (Deluxe),2015-09-25,0.748,0.733,11,-4.421,0,0.072,0.0062,0.0,0.329,0.291,93.019,4,Fetty Wap,0.18,0.2043324538258575,1,21.41306,0.44096696,18.057468,False
76JKIsdKrAfWUMjaA0u7v5,Too Sweet,Hozier,45,5,5,US,2025-01-30,78,False,251424,Unreal Unearth: Unaired,2024-08-19,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4,Hozier,0.12,0.2516712840809146,1,8.934282,-34.09455,27.24856,False
58ge6dfP91o9oXMzq3XkIS,505,Arctic Monkeys,48,2,2,US,2025-01-30,79,False,253586,Favourite Worst Nightmare (Standard Version),2007-04-24,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,4,Arctic Monkeys,0.06,0.2420260554089709,1,-7.9854126,2.5430765,16.206623,False
3yDi4w5cuQQEpQXrozMW2B,Blue Jean Baby,Zach Bryan,24,6,26,US,2025-01-29,68,False,132068,Blue Jean Baby,2025-01-27,0.435,0.675,0,-6.697,1,0.119,0.194,0.0,0.126,0.477,78.432,4,Zach Bryan,0.54,0.1037730870712401,1,-20.335318,16.521748,34.672455,True
0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",47,-4,-15,US,2025-01-29,91,True,191018,Cosa Nuestra,2024-11-15,0.833,0.563,4,-5.593,0,0.204,0.528,1.27e-05,0.139,0.343,105.008,4,Rauw Alejandro,0.08,0.2795146938404148,0,-13.679449,25.165274,37.128258,True
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,48,-3,-4,US,2025-01-29,86,True,201800,SOS,2022-12-09,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,4,SZA,0.06,0.3709903957783641,1,-2.4261222,10.209443,18.869045,False
3OHfY25tqY28d16oZczHc8,Kill Bill,SZA,50,-2,-5,US,2025-01-29,77,False,153946,SOS,2022-12-09,0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,4,SZA,0.02,0.2355061903795413,1,7.1880283,-19.205694,12.270188,False
3j6CeoBBlm40Msn1JE1SPD,HOT TO GO!,Chappell Roan,41,7,9,US,2025-01-27,49,False,184841,The Rise and Fall of a Midwest Princess,2023-09-21,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4,Chappell Roan,0.2,0.1474802110817941,1,29.553955,-15.437427,25.903797,False
6393yGahSJ9slVdOwSxOVR,Pink Pony Club,Chappell Roan,45,0,5,US,2025-01-27,44,False,258034,The Rise and Fall of a Midwest Princess,2023-09-21,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4,Chappell Roan,0.12,0.12944327176781,1,-0.096388035,-12.904454,7.715167,False
0iKo4pNNjHHdKUcFARlfCa,EL CLúB,Bad Bunny,43,1,-20,US,2025-01-26,89,True,222568,DeBÍ TiRAR MáS FOToS,2025-01-05,0.516,0.611,10,-5.486,0,0.0555,0.458,5.34e-05,0.113,0.261,110.744,4,Bad Bunny,0.16,0.2728718997361476,2,-35.114967,10.678232,14.018689,False
4MUrUT38U98olfnyzMBCzm,KLOuFRENS,Bad Bunny,46,1,-17,US,2025-01-26,89,True,199114,DeBÍ TiRAR MáS FOToS,2025-01-05,0.326,0.125,1,-32.45,1,0.148,0.703,0.706,0.18,0.306,106.974,4,Bad Bunny,0.1,0.2672593667546175,3,-60.56623,-5.554067,2.0457373,False
1Q9Efnm5csdCMFynISxL2x,PERFuMITO NUEVO,"Bad Bunny, RaiNao",47,-2,-21,US,2025-01-26,90,True,200680,DeBÍ TiRAR MáS FOToS,2025-01-05,0.513,0.0302,0,-33.8,1,0.0701,0.996,0.977,0.15,0.557,120.026,1,Bad Bunny,0.08,0.2746347531096871,3,-61.9097,-5.4573245,0.7314855,False
1KZG1H1OCugGqIRmk1wF9m,Indigo (feat. Avery Anna),"Sam Barber, Avery Anna",47,3,3,US,2025-01-24,84,False,286634,Restless Mind,2024-11-01,0.495,0.327,4,-9.921,0,0.0281,0.462,2.74e-05,0.1,0.101,82.937,3,Sam Barber,0.08,0.2476802110817942,2,-49.171352,6.9431963,18.610594,False
1k2pQc5i348DCHwbn5KTdc,Pink Pony Club,Chappell Roan,50,-2,0,US,2025-01-24,85,False,258034,The Rise and Fall of a Midwest Princess,2023-09-22,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4,Chappell Roan,0.02,0.4276245217678099,1,0.091986835,-12.512568,7.297869,False
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SZA,47,3,3,US,2025-01-23,86,False,153946,SOS,2022-12-08,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,4,SZA,0.08,0.2909599229836697,1,7.1983714,-19.162445,12.229462,False
4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,Chappell Roan,47,2,3,US,2025-01-21,86,False,184841,The Rise and Fall of a Midwest Princess,2023-09-22,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4,Chappell Roan,0.08,0.4933385820069793,1,29.553955,-15.437427,25.903797,False
4c2Pc0NrfkesPR0jff6q3F,KETU TeCRÉ,Bad Bunny,50,-7,-22,US,2025-01-21,88,True,250789,DeBÍ TiRAR MáS FOToS,2025-01-05,0.27,0.277,8,-32.187,1,0.0477,0.0177,0.485,0.111,0.082,111.353,3,Bad Bunny,0.02,0.2584368403693931,3,-58.983017,-5.891944,3.6645741,False
6VNXmo59yDYgcwLS17UNAW,CAFé CON RON,"Bad Bunny, Los Pleneros de la Cresta",47,-4,-5,US,2025-01-20,87,False,228836,DeBÍ TiRAR MáS FOToS,2025-01-05,0.328,0.153,9,-26.802,1,0.0564,0.148,1.28e-06,0.397,0.0376,95.506,4,Bad Bunny,0.08,0.2480050740815912,2,-55.246017,-5.42366,21.747631,False
7tCuCjhxzjX2XCz4JiiAsp,TURiSTA,Bad Bunny,50,-6,-17,US,2025-01-20,87,False,190028,DeBÍ TiRAR MáS FOToS,2025-01-05,0.358,0.12,8,-30.487,1,0.523,0.456,0.0653,0.146,0.318,90.929,3,Bad Bunny,0.02,0.2537131549189597,2,-55.362736,-9.631181,22.670313,False
79x7xtoCLpf6l32Zz6mWo4,BOKeTE,Bad Bunny,45,5,-15,US,2025-01-19,87,True,215983,DeBÍ TiRAR MáS FOToS,2025-01-05,0.4,0.07,1,-32.756,1,0.0456,0.194,0.956,0.116,0.0344,124.927,4,Bad Bunny,0.12,0.252768469656992,3,-61.62912,-6.4917035,1.6445072,False
4pu58kqegTnOxPNJpY3kr9,Funny Papers,Mac Miller,47,-22,3,US,2025-01-19,67,True,263941,Balloonerism,2025-01-17,0.471,0.645,0,-7.387,0,0.242,0.761,0.0035,0.111,0.224,169.24,4,Mac Miller,0.08,0.161608179419525,2,-0.51981187,35.703423,51.115505,True
14QaXYIK3K3QPtezqxRRPN,PIToRRO DE COCO,Bad Bunny,49,1,-12,US,2025-01-19,85,False,206627,DeBÍ TiRAR MáS FOToS,2025-01-05,0.636,0.667,7,-4.708,1,0.0323,0.25,6.95e-06,0.116,0.544,97.769,4,Bad Bunny,0.04,0.2440151715039577,1,3.1865804,-12.035724,5.237867,False
3G7agPwWfcORnWCAGMDOpm,LA MuDANZA,Bad Bunny,50,0,-11,US,2025-01-19,86,True,213010,DeBÍ TiRAR MáS FOToS,2025-01-05,0.565,0.926,7,-5.607,1,0.0573,0.975,0.944,0.131,0.971,173.978,3,Bad Bunny,0.02,0.2437988126649076,3,-66.54231,-2.5254967,4.75701,False
1JtAIBbCgomz38qPBSJzCn,DJ's Chord Organ (feat. SZA),"Mac Miller, SZA",15,35,35,US,2025-01-18,43,True,315640,Balloonerism,2025-01-17,0.373,0.557,9,-7.435,1,0.0977,0.55,0.375,0.263,0.16,145.689,4,Mac Miller,0.72,0.13032981530343,2,-63.53887,-0.15948483,30.092546,True
1xKGnsdKOh8jx8pzSZAgXE,5 Dollar Pony Rides,Mac Miller,21,29,29,US,2025-01-18,38,False,222119,Balloonerism,2025-01-17,0.741,0.83,11,-5.916,0,0.0853,0.259,0.00748,0.116,0.301,95.518,4,Mac Miller,0.6,0.115108179419525,1,10.411587,-15.419173,9.890031,False
1KwIDHEK3CYbHPJUTMxxNu,Do You Have A Destination?,Mac Miller,29,21,21,US,2025-01-18,41,True,204564,Balloonerism,2025-01-17,0.577,0.794,5,-6.85,0,0.321,0.782,0.0221,0.164,0.328,83.801,4,Mac Miller,0.44,0.1238126649076516,0,23.737095,43.74221,20.57268,False
5eAKaGCR0QEuPOxOo0zXqs,Tambourine Dream,Mac Miller,42,8,8,US,2025-01-18,40,False,33141,Balloonerism,2025-01-17,0.752,0.597,0,-13.563,1,0.0778,0.12,0.963,0.0884,0.747,130.142,4,Mac Miller,0.18,0.1203324538258575,3,-66.73483,-4.172993,4.2760673,False
1lw3asU5xp73sdBy0rYsuK,Friendly Hallucinations,Mac Miller,45,5,5,US,2025-01-18,39,True,285805,Balloonerism,2025-01-17,0.582,0.512,0,-7.886,1,0.226,0.174,0.0,0.0947,0.397,81.509,4,Mac Miller,0.12,0.117221635883905,1,-17.909964,22.50087,37.465244,True
1e3AdX6I8gaQKjQMONn9tA,Stoned,Mac Miller,50,0,0,US,2025-01-18,38,False,243522,Balloonerism,2025-01-17,0.643,0.85,7,-6.46,0,0.258,0.703,0.00103,0.108,0.248,78.966,4,Mac Miller,0.02,0.1140369393139841,0,23.25781,44.252865,21.080942,False
5nk6BxN9bM5rLNkA3pMOzn,Tweaker,G3 GELO,31,19,-22,US,2025-01-17,79,True,189473,Tweaker,2025-01-03,0.673,0.795,0,-9.12,0,0.352,0.029,0.0,0.092,0.86,167.126,4,G3 GELO,0.4,0.2308720316622691,0,23.842497,21.35114,1.8753358,False
1Hg0e997pObvZ91w1FCPFk,LO QUE LE PASÓ A HAWAii,Bad Bunny,50,0,0,US,2025-01-16,83,False,229381,DeBÍ TiRAR MáS FOToS,2025-01-05,0.0939,0.00174,11,-54.341,1,0.0638,0.247,0.000195,0.245,0.0679,82.653,4,Bad Bunny,0.02,0.2355220505088579,3,-57.4726,-7.368071,5.562068,False
