spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,primary_artist,normalized_rank,popularity_index
06iup3YJ4EsnkSxyQKFfNk,She Stank,Lil Uzi Vert,50,0,0,US,2024-11-03,63,True,125810,Eternal Atake 2,2024-11-01,0.687,0.576,1,-6.263,0,0.0713,0.0858,0.0,0.139,0.287,145.027,4,Lil Uzi Vert,0.02,0.18903693931398416
1sUdq3kWa9dJXHu3eYOUll,"Spooky, Scary Skeletons - Undead Tombstone Remix",Andrew Gold,11,39,39,US,2024-11-02,77,False,125624,Halloween Howls: Fun & Scary Music (Deluxe Edition),2019-10-18,0.772,0.788,9,-5.414,0,0.0619,0.0027,0.000583,0.353,0.574,127.91,4,Andrew Gold,0.8,0.23247757255936674
0wQy2OO7jKjm0OOmA7gv3f,Thriller - 2003 Edit,Michael Jackson,23,27,27,US,2024-11-02,56,False,311440,Number Ones,1979-01-01,0.775,0.852,11,-4.813,1,0.0528,0.0892,2.35e-05,0.823,0.836,118.561,4,Michael Jackson,0.56,0.16903430079155674
11BKm0j4eYoCPPpCONAVwA,Bloody Mary,Lady Gaga,32,18,18,US,2024-11-02,73,False,244760,Born This Way (Special Edition),2011-01-01,0.591,0.634,9,-6.365,0,0.0291,0.0107,1.95e-06,0.113,0.44,99.998,4,Lady Gaga,0.38,0.21970184696569922
2dCmGcEOQrMQhMMS8Vj7Ca,Super Freak,Rick James,35,15,15,US,2024-11-02,76,False,205466,Street Songs (Deluxe Edition),1981-04-07,0.838,0.794,9,-8.245,0,0.0531,0.22,0.0,0.0575,0.962,132.446,4,Rick James,0.32,0.22859102902374667
6TZTu1F0gnp8mtzvYZao41,The Addams Family,Andrew Gold,39,11,11,US,2024-11-02,72,False,84560,Halloween Howls: Fun & Scary Music,1996-01-01,0.898,0.31,5,-13.578,1,0.475,0.0955,0.0,0.0251,0.881,115.073,4,Andrew Gold,0.24,0.21644327176781003
0pvZCv4JOS5WBu7JITYef6,I Hope You Find Your Way Home,"Tyler, The Creator",42,-18,8,US,2024-11-02,78,True,269704,CHROMAKOPIA,2024-10-28,0.621,0.596,4,-4.35,1,0.0607,0.294,5.53e-05,0.134,0.207,112.188,4,Tyler,0.18,0.23195250659630606
2VOomzT6VavJOGBeySqaMc,Disturbia,Rihanna,44,6,6,US,2024-11-02,79,False,238626,Good Girl Gone Bad: Reloaded,2008-06-02,0.707,0.814,11,-4.509,0,0.0577,0.0861,0.0,0.168,0.717,124.921,4,Rihanna,0.14,0.23725857519788918
1i6N76fftMZhijOzFQ5ZtL,Psycho Killer - 2005 Remaster,Talking Heads,46,4,4,US,2024-11-02,78,False,261413,Talking Heads '77 (Deluxe Version),1977-09-16,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,4,Talking Heads,0.1,0.23418469656992083
5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Öyster Cult,50,0,0,US,2024-11-02,77,False,308120,Agents Of Fortune,1976-01-01,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,4,Blue Öyster Cult,0.02,0.23103693931398414
3jHdKaLCkuNEkWcLVmQPCX,BEST INTEREST,"Tyler, The Creator",44,1,6,US,2024-11-01,83,True,127921,BEST INTEREST,2020-01-25,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,3,Tyler,0.14,0.24773878627968335
6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Addison Rae,48,-1,-5,US,2024-11-01,88,False,169697,Diet Pepsi,2024-08-09,0.669,0.561,10,-6.538,1,0.0411,0.495,0.00962,0.0954,0.841,150.069,4,Addison Rae,0.06,0.2751405695569102
1tnZxHryc2wWtjUZC1LQw5,Noid,"Tyler, The Creator",3,18,3,US,2024-10-30,82,True,284363,Noid,2024-10-21,0.38,0.77,1,-5.993,1,0.242,0.473,0.000151,0.243,0.47,82.157,4,Tyler,0.96,0.24604221635883902
31TVho4kOuAeRmLYGIEuWn,TGIF,GloRilla,36,1,14,US,2024-10-29,68,True,164571,GLORIOUS,2024-10-11,0.894,0.526,10,-6.622,0,0.381,0.0804,4.4e-05,0.132,0.208,140.041,4,GloRilla,0.3,0.20357124010554092
2aYZaN5SmkRDLsrrV8GkBQ,LA PATRULLA,"Peso Pluma, Neton Vega",40,-2,-1,US,2024-10-29,87,True,130614,ÉXODO,2024-06-20,0.722,0.74,6,-7.22,0,0.063,0.68,3.27e-05,0.176,0.893,132.731,3,Peso Pluma,0.22,0.27657941952506593
19KlZwqlT3fguP2BeHF1Q1,Disease,Lady Gaga,43,-16,7,US,2024-10-29,79,False,229997,Disease,2024-10-25,0.562,0.917,11,-2.768,0,0.117,0.0513,0.0,0.488,0.501,100.987,4,Lady Gaga,0.16,0.22947493403693933
102YUQbYmwdBXS7jwamI90,Good Graces,Sabrina Carpenter,46,0,-1,US,2024-10-29,87,True,185265,Short n' Sweet,2024-08-23,0.758,0.759,5,-5.315,1,0.0479,0.329,3.96e-06,0.144,0.732,126.012,4,Sabrina Carpenter,0.1,0.3279799551057378
7FOgcfdz9Nx5V9lCNXdBYv,Red Wine Supernova,Chappell Roan,48,1,-5,US,2024-10-29,85,True,192720,The Rise and Fall of a Midwest Princess,2023-09-22,0.657,0.82,9,-4.448,1,0.0441,0.0176,0.0,0.0847,0.709,124.041,4,Chappell Roan,0.06,0.3907908450215248
5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction,48,-11,-24,US,2024-10-28,89,False,226600,FOUR (Deluxe),2014-11-17,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,4,One Direction,0.06,0.2719509234828496
0IsIY8pfu1yaGkPUD7pkDx,Guess featuring billie eilish,"Charli xcx, Billie Eilish",50,0,-3,US,2024-10-28,78,False,143330,Brat and it’s completely different but also still brat,2024-10-11,0.78,0.713,0,-4.493,1,0.0888,0.0167,0.206,0.144,0.615,130.034,4,Charli xcx,0.02,0.21865723195010792
5AH31dDNgxCMGDdxubNNn4,NEL,Fuerza Regida,43,-1,7,US,2024-10-26,88,True,149073,PERO NO TE ENAMORES,2024-07-25,0.69,0.482,7,-6.335,0,0.2,0.523,0.0004,0.0728,0.356,100.029,4,Fuerza Regida,0.16,0.26511372031662267
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,46,0,-22,US,2024-10-26,87,False,245493,Midnight Memories (Deluxe),2013-11-25,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,4,One Direction,0.1,0.2574182058047493
6GG4yyk3UATdBfTHVgI8PB,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,48,0,-10,US,2024-10-26,84,False,210950,Ain't No Love In Oklahoma (From Twisters: The Album),2024-05-16,0.487,0.658,5,-9.973,1,0.0296,0.00877,0.00777,0.1,0.282,142.18,4,Luke Combs,0.06,0.341762018147886
5iJKGpnFfvbjZJeAtwXfCj,28,Zach Bryan,49,1,1,US,2024-10-26,83,False,233333,The Great American Bar Scene,2024-07-04,0.492,0.519,7,-6.886,1,0.0288,0.227,8.47e-05,0.0693,0.435,80.868,3,Zach Bryan,0.04,0.34223493096293256
7Fzl7QaTu47WyP9R5S5mh5,Lies Lies Lies,Morgan Wallen,45,3,-3,US,2024-10-23,83,False,198068,Lies Lies Lies,2024-07-05,0.486,0.702,1,-5.758,0,0.0298,0.239,7.54e-05,0.0912,0.382,81.053,4,Morgan Wallen,0.12,0.3485507182644386
7K3BhSpAxZBznislvUMVtn,Last Night,Morgan Wallen,40,9,-1,US,2024-10-22,81,True,163854,One Thing At A Time,2023-03-03,0.492,0.673,6,-5.431,1,0.0347,0.413,0.0,0.137,0.488,203.812,4,Morgan Wallen,0.22,0.44421013115008534
2uqYupMHANxnwgeiXTZXzd,Austin (Boots Stop Workin'),Dasha,45,4,0,US,2024-10-21,88,True,171782,What Happens Now?,2024-02-16,0.756,0.672,0,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,114.935,4,Dasha,0.12,0.40085013192612134
0CFhbNsY7CsuSkBQOiLPzz,Or What,"NLE Choppa, 41, Kyle Richh",50,-7,-13,US,2024-10-20,69,True,199165,SLUT SZN,2024-09-27,0.731,0.586,1,-7.564,0,0.172,0.116,0.0,0.0987,0.147,125.845,4,NLE Choppa,0.02,0.202451390298356
1SjsVdSXpwm1kTdYEHoPIT,Sun to Me,Zach Bryan,50,0,0,US,2024-10-19,83,False,163031,American Heartbreak,2022-05-20,0.505,0.27,9,-9.165,0,0.0333,0.593,0.0,0.133,0.557,98.721,4,Zach Bryan,0.02,0.2722734711599479
3nQ24dxqvxZEVwlHTeuLz0,Sympathy is a knife featuring ariana grande,"Charli xcx, Ariana Grande",43,-4,7,US,2024-10-18,79,True,154126,Brat and it’s completely different but also still brat,2024-10-11,0.711,0.603,3,-7.815,1,0.0405,0.0962,0.0,0.112,0.339,135.151,4,Charli xcx,0.16,0.2321912928759894
3WSOUb3U7tqURbBSgZTrZX,Casual,Chappell Roan,48,1,2,US,2024-10-17,85,True,232796,The Rise and Fall of a Midwest Princess,2023-09-22,0.508,0.411,1,-6.95,1,0.0269,0.226,0.0,0.0571,0.34,131.008,4,Chappell Roan,0.06,0.2879245194119864
1xmvq1fYLs9TEgikaFilGW,Thick Of It (feat. Trippie Redd),"KSI, Trippie Redd",46,4,4,US,2024-10-15,75,False,160842,Thick Of It (feat. Trippie Redd) / Low,2024-10-03,0.588,0.826,11,-3.733,0,0.0485,0.0768,0.0,0.327,0.648,145.825,4,KSI,0.1,0.22522163588390498
0PAcdVzhPO4gq1Iym9ESnK,Thinkin’ Bout Me,Morgan Wallen,47,3,2,US,2024-10-14,83,False,177387,One Thing At A Time,2023-03-03,0.659,0.789,3,-5.723,0,0.0293,0.487,0.0,0.115,0.468,139.982,4,Morgan Wallen,0.08,0.3243830654833293
4l4OfcR9UPPT06BINAxbiA,I might say something stupid featuring the 1975 & jon hopkins,"Charli xcx, The 1975, Jon Hopkins",47,3,3,US,2024-10-13,65,False,250603,Brat and it’s completely different but also still brat,2024-10-11,0.263,0.202,4,-14.356,1,0.034,0.852,0.00554,0.126,0.0995,137.982,4,Charli xcx,0.08,0.1951477572559367
7CwWhMGWICOl2ICwbk3QTE,Talk talk featuring troye sivan,"Charli xcx, Troye Sivan",48,2,2,US,2024-10-13,63,True,173076,Brat and it’s completely different but also still brat,2024-10-11,0.731,0.817,8,-5.595,1,0.0791,0.0196,6.13e-06,0.349,0.661,130.032,4,Charli xcx,0.06,0.1891108179419525
3WOhcATHxK2SLNeP5W3v1v,Guess featuring billie eilish,"Charli xcx, Billie Eilish",40,10,-2,US,2024-10-12,90,False,143330,Guess featuring Billie Eilish,2024-08-01,0.776,0.667,7,-6.622,1,0.0983,0.0146,0.3,0.0761,0.618,130.019,4,Charli xcx,0.22,0.3177286629691454
7qbJ4Dh8xuYUFdAWL8SFPK,Guess featuring billie eilish,"Charli xcx, Billie Eilish",41,9,9,US,2024-10-11,73,False,143330,Guess featuring Billie Eilish,2024-08-01,0.78,0.713,0,-4.493,1,0.0888,0.0167,0.206,0.144,0.615,130.034,4,Charli xcx,0.2,0.23965147517390262
6IPwKM3fUUzlElbvKw2sKl,we fell in love in october,girl in red,48,-2,2,US,2024-10-11,86,False,184153,we fell in love in october / October Passed Me By,2018-11-21,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,4,girl in red,0.06,0.25819185827365243
24XihnoVPWXlKJ4BgXqjVM,It's ok I'm ok,Tate McRae,50,0,-3,US,2024-10-11,86,True,156521,It's ok I'm ok,2024-09-12,0.754,0.514,1,-7.721,0,0.0471,0.0257,3.98e-05,0.0808,0.363,114.997,4,Tate McRae,0.02,0.2606109194235843
3EO58D1YpHnTvBy68gK8HE,Wind Up Missin’ You,Tucker Wetmore,45,-1,5,US,2024-10-07,44,True,166666,Waves On A Sunset,2024-10-04,0.571,0.717,6,-5.807,1,0.0365,0.508,1.17e-06,0.112,0.661,171.858,4,Tucker Wetmore,0.12,0.12498021108179418
2cZOYofOX4d6g0OXxkaIjA,ALL RED,Playboi Carti,39,-4,-21,US,2024-10-04,90,True,148053,ALL RED,2024-09-13,0.76,0.663,9,-4.763,0,0.0551,0.109,0.0,0.305,0.209,143.082,4,Playboi Carti,0.24,0.2811432340746325
0OA00aPt3BV10qeMIs3meW,Big Dawgs,"Hanumankind, Kalmi",49,-1,-6,US,2024-10-01,91,True,190666,Big Dawgs,2024-07-09,0.464,0.745,4,-3.202,0,0.161,0.0235,0.0,0.363,0.262,180.098,4,Hanumankind,0.04,0.32016596738613257
0UYnhUfnUj5adChuAXvLUB,Sailor Song,Gigi Perez,16,-1,5,US,2024-09-29,90,False,211978,Sailor Song,2024-07-26,0.492,0.416,11,-10.439,1,0.0254,0.686,8.61e-05,0.203,0.297,94.926,4,Gigi Perez,0.7,0.2921914813418771
3fgehc497TFqKH1zBL2YNK,Heavy Is the Crown,Linkin Park,44,6,6,US,2024-09-29,83,False,167012,Heavy Is the Crown,2024-09-24,0.571,0.928,4,-3.725,0,0.0453,0.00932,0.0,0.297,0.489,127.939,4,Linkin Park,0.14,0.24198021108179418
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,6,44,44,US,2024-09-28,96,True,175459,Espresso,2024-04-12,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,4,Sabrina Carpenter,0.9,0.5556380882402057
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,8,42,42,US,2024-09-28,95,True,186365,Please Please Please,2024-06-06,0.669,0.586,9,-6.073,1,0.054,0.274,0.0,0.104,0.579,107.071,4,Sabrina Carpenter,0.86,0.46796574899188526
2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Linkin Park,44,-8,6,US,2024-09-28,93,True,190427,The Emptiness Machine,2024-09-05,0.466,0.872,7,-3.344,1,0.0336,0.0156,0.0,0.121,0.806,184.115,4,Linkin Park,0.14,0.2705448548812665
2jnezASa7o0lP6aif6VrIf,TEFLON DON,Future,47,-10,3,US,2024-09-27,78,True,159893,MIXTAPE PLUTO,2024-09-20,0.916,0.578,11,-6.275,1,0.124,0.00349,0.00402,0.113,0.192,124.005,4,Future,0.08,0.22886147757255937
3aCPResPDNae3pXTocGpYe,LIL DEMON,Future,50,0,0,US,2024-09-26,76,True,139196,MIXTAPE PLUTO,2024-09-20,0.863,0.754,11,-5.851,1,0.0611,0.00125,0.0,0.0913,0.301,131.001,4,Future,0.02,0.2208839050131926
2Lumsra3kuU61wXkEKzKaK,Disco,Surf Curse,48,2,2,US,2024-09-25,85,False,152760,Disco,2019-06-12,0.473,0.621,11,-8.698,0,0.0291,0.0253,0.000366,0.19,0.782,173.083,4,Surf Curse,0.06,0.24829920844327177
6dBUzqjtbnIa1TwYbyw5CM,Lovers Rock,TV Girl,50,0,0,US,2024-09-25,87,False,213920,French Exit,2014-06-05,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,4,TV Girl,0.02,0.2847673804994784
3kXoKlD84c6OmIcOLfrfEs,September,"Earth, Wind & Fire",21,5,29,US,2024-09-24,85,False,216022,September (sped up + slowed),1978-11-18,0.674,0.832,9,-7.892,1,0.0308,0.146,5.06e-06,0.138,0.981,125.996,4,Earth,0.6,0.25703166226912927
6pf7fmrtYcA4WpqTksuh68,SKI,Future,44,-30,6,US,2024-09-23,72,True,147592,MIXTAPE PLUTO,2024-09-20,0.816,0.561,11,-7.566,1,0.293,0.0801,2.74e-06,0.231,0.111,135.028,3,Future,0.14,0.2131253298153034
0DhCbTQZfWD8P8pOlg3jv9,TOO FAST,Future,50,-33,0,US,2024-09-23,72,True,205730,MIXTAPE PLUTO,2024-09-20,0.542,0.61,5,-6.497,0,0.419,0.133,0.0,0.127,0.317,83.51,4,Future,0.02,0.2127928759894459
059qzhNaJb8tsqpdl2bHfF,Una Velita,Bad Bunny,20,30,30,US,2024-09-22,72,True,239986,Una Velita,2024-09-19,0.575,0.828,4,-6.599,0,0.154,0.724,0.00792,0.189,0.133,113.811,4,Bad Bunny,0.62,0.21714511873350922
2t4H61OtTYgmDe61KxkjKH,PLUTOSKI,Future,23,27,27,US,2024-09-22,68,True,179022,MIXTAPE PLUTO,2024-09-20,0.794,0.533,9,-8.206,1,0.0591,0.14,2.76e-05,0.207,0.15,120.011,4,Future,0.56,0.20503430079155674
5tUETztMKNT9NDbMUVpxzl,READY TO COOK UP,Future,26,24,24,US,2024-09-22,68,True,167111,MIXTAPE PLUTO,2024-09-20,0.793,0.601,2,-4.978,1,0.056,0.0301,0.00625,0.188,0.0877,131.995,4,Future,0.5,0.20492348284960424
5sWxZXRYjkAnRQr7894dRa,OCEAN,Future,36,14,14,US,2024-09-22,67,True,203096,MIXTAPE PLUTO,2024-09-20,0.683,0.475,6,-9.867,0,0.159,0.393,0.0361,0.162,0.258,138.061,4,Future,0.3,0.20155408970976255
4BObwxRcqiuifYuPbYrjqP,PRESS THE BUTTON,Future,50,0,0,US,2024-09-22,66,True,170256,MIXTAPE PLUTO,2024-09-20,0.82,0.576,9,-7.488,1,0.296,0.0557,3.73e-05,0.104,0.183,141.003,4,Future,0.02,0.19803693931398417
7z7kvUQGwlC6iOl7vMuAr9,Dancing In The Flames,The Weeknd,32,-1,-22,US,2024-09-21,85,False,220036,Dancing In The Flames,2024-09-13,0.552,0.73,1,-6.203,1,0.0381,0.0011,0.0,0.0837,0.162,116.875,4,The Weeknd,0.38,0.22341919525065962
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,47,1,-3,US,2024-09-21,96,False,195824,Si Antes Te Hubiera Conocido,2024-06-21,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4,KAROL G,0.08,0.2955669891527411
5Z0UnEtpLDQyYlWwgi8m9C,Too Sweet,Hozier,24,26,26,US,2024-09-20,88,False,251424,Unreal Unearth: Unheard,2024-03-22,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4,Hozier,0.54,0.4522706600334347
2tudvzsrR56uom6smgOcSf,Like That,"Future, Metro Boomin, Kendrick Lamar",50,0,-6,US,2024-09-20,87,True,267706,WE DON'T TRUST YOU,2024-03-22,0.814,0.676,11,-4.67,0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,4,Future,0.02,0.46914098140544247
6me7F0aaZjwDo6RJ5MrfBD,Evergreen,Richy Mitch & The Coal Miners,49,1,1,US,2024-09-18,88,False,87000,RMCM,2017-05-17,0.555,0.216,3,-11.661,1,0.0721,0.557,0.00416,0.109,0.504,79.109,3,Richy Mitch & The Coal Miners,0.04,0.28340539331872455
0AjmK0Eai4zGrLaJwPvrDp,Too Sweet,Hozier,24,26,26,US,2024-09-16,82,False,251424,Unreal Unearth: Unheard,2024-03-22,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4,Hozier,0.54,0.29420435356200525
5oIVNm56t6OIf9ZjdEG3ud,Coincidence,Sabrina Carpenter,50,-3,-18,US,2024-09-15,87,False,164202,Short n' Sweet,2024-08-23,0.418,0.815,9,-6.216,1,0.125,0.362,0.0,0.125,0.758,77.862,4,Sabrina Carpenter,0.02,0.26756211999541124
2LUD3874dlzeRa34Hi7ohW,Talk talk featuring troye sivan,"Charli xcx, Troye Sivan",46,4,4,US,2024-09-14,66,True,173076,Talk talk featuring troye sivan,2024-09-12,0.731,0.817,8,-5.595,1,0.0791,0.0196,6.13e-06,0.349,0.661,130.032,4,Charli xcx,0.1,0.19818469656992085
3iPIDAFybaoyqX7hvAfWkl,Sharpest Tool,Sabrina Carpenter,49,-1,-15,US,2024-09-14,87,True,218284,Short n' Sweet,2024-08-23,0.716,0.63,4,-7.509,1,0.108,0.475,0.0,0.0943,0.588,91.003,4,Sabrina Carpenter,0.04,0.26770580474934036
2ZqTbIID9vFPTXaGyzbb4q,Neva Play (feat. RM of BTS),"Megan Thee Stallion, RM",47,-3,3,US,2024-09-13,83,True,157173,Neva Play (feat. RM of BTS),2024-09-06,0.826,0.756,2,-4.984,1,0.256,0.0203,0.0,0.0915,0.794,160.01,4,Megan Thee Stallion,0.08,0.2002730870712401
261EcPb2XfhnPWSnlMOi3G,World Tour (Aquafina),Juice WRLD,49,1,1,US,2024-09-11,62,True,155711,The Pre-Party,2024-09-09,0.69,0.489,1,-5.032,1,0.0708,0.0564,0.0,0.228,0.456,147.992,4,Juice WRLD,0.04,0.18607387862796834
19RybK6XDbAVpcdxSbZL1o,Apple,Charli xcx,45,-2,-9,US,2024-09-09,90,False,151739,BRAT,2024-06-07,0.804,0.957,0,-5.452,1,0.034,0.125,0.0174,0.114,0.962,126.035,4,Charli xcx,0.12,0.29827143799472294
0XkZmBCCcdMY0EPY8ij6Gb,Slim Pickins,Sabrina Carpenter,46,-5,-21,US,2024-09-08,85,False,152195,Short n' Sweet,2024-08-23,0.619,0.542,2,-8.681,1,0.0529,0.288,0.0,0.151,0.308,99.824,4,Sabrina Carpenter,0.1,0.2543609828496042
1lloYB6uHOTDmheiWsq4DL,Ruby Rosary (feat. J. Cole),"A$AP Rocky, J. Cole",30,20,20,US,2024-09-07,45,True,256786,Ruby Rosary (feat. J. Cole),2024-09-06,0.663,0.647,7,-7.249,1,0.289,0.794,0.0,0.1,0.432,78.584,4,A$AP Rocky,0.42,0.13577572559366755
3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,Michael Marcagi,50,-1,0,US,2024-09-07,88,False,159636,Scared To Start,2024-01-12,0.527,0.551,7,-11.258,1,0.0345,0.384,2.75e-06,0.403,0.443,148.035,4,Michael Marcagi,0.02,0.3227740352902374
09LrGvT9KsACH66RHYMDyR,Don’t Smile,Sabrina Carpenter,48,-5,-21,US,2024-09-06,84,False,206295,Short n' Sweet,2024-08-23,0.628,0.453,1,-10.141,1,0.0271,0.448,0.000538,0.165,0.328,89.969,4,Sabrina Carpenter,0.06,0.24438729739917076
5VhvD0AKRprEaFtPNKGBQR,Dumb & Poetic,Sabrina Carpenter,45,-3,-22,US,2024-09-05,84,True,133478,Short n' Sweet,2024-08-23,0.471,0.389,7,-5.421,1,0.0264,0.772,0.0,0.247,0.238,78.092,3,Sabrina Carpenter,0.12,0.24353988228130707
1560osUcXrnov6yuOjXvc1,No Face,Drake,37,0,13,US,2024-09-03,68,True,137142,No Face,2024-08-31,0.853,0.69,10,-5.858,1,0.0647,0.0771,0.0,0.0835,0.471,125.951,4,Drake,0.28,0.18853430079155672
4VQO1UdVIecQqB49PlANHz,It's Up (feat. Young Thug & 21 Savage),"Drake, Young Thug, 21 Savage",49,1,1,US,2024-09-01,82,True,278000,100 GIGS,2024-08-10,0.782,0.719,1,-4.863,1,0.115,0.0311,0.0,0.157,0.304,139.941,4,Drake,0.04,0.19147229551451184
5il0jwWUlvgtIzWvzJi12z,Lie To Girls,Sabrina Carpenter,50,-10,-28,US,2024-09-01,82,True,202001,Short n' Sweet,2024-08-23,0.661,0.414,5,-9.073,1,0.0404,0.464,0.0,0.37,0.224,119.921,4,Sabrina Carpenter,0.02,0.23116622691292876
4w2GLmK2wnioVnb5CPQeex,360,Charli xcx,50,-2,-11,US,2024-08-30,88,True,133805,BRAT,2024-06-07,0.857,0.62,0,-8.13,1,0.0472,0.646,0.244,0.0934,0.796,120.042,4,Charli xcx,0.02,0.29156830175101944
6StwwqB84sJeLr7tZDTxEX,Guy For That (Feat. Luke Combs),"Post Malone, Luke Combs",43,-3,-28,US,2024-08-26,77,False,164011,F-1 Trillion,2024-08-15,0.611,0.911,8,-4.106,1,0.0647,0.0061,0.0,0.135,0.495,119.986,4,Post Malone,0.16,0.21894934036939318
4b7vk8SRcYgnxpk0JOIS7r,Drugs You Should Try It,Travis Scott,30,20,20,US,2024-08-24,0,True,208487,DAYS BEFORE RODEO,2014-08-18,0.593,0.559,1,-8.104,0,0.0571,0.525,0.00133,0.121,0.0729,139.982,4,Travis Scott,0.42,0.0007757255936675461
2CIXO1jQbrV1hlfI7FUKld,Wrong Ones (Feat. Tim McGraw),"Post Malone, Tim McGraw",30,-4,20,US,2024-08-23,77,True,195822,F-1 Trillion,2024-08-15,0.476,0.797,0,-3.867,1,0.0332,0.00552,0.0,0.142,0.601,80.946,4,Post Malone,0.42,0.2160799095363739
0mNzElhEofvgMWAJoOA4q9,Pour Me A Drink (Feat. Blake Shelton),"Post Malone, Blake Shelton",38,-3,12,US,2024-08-23,74,False,195122,F-1 Trillion,2024-08-15,0.582,0.909,11,-3.834,1,0.0342,0.00191,0.0,0.308,0.868,119.033,4,Post Malone,0.26,0.20439050131926123
62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,41,9,7,US,2024-08-23,90,False,200400,No Strings Attached,2000-03-21,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,4,*NSYNC,0.2,0.2652727398972365
629DixmZGHc7ILtEntuiWE,LUNCH,Billie Eilish,46,2,-12,US,2024-08-23,92,False,179586,HIT ME HARD AND SOFT,2024-05-17,0.893,0.4,11,-7.981,0,0.0643,0.0452,0.0823,0.0632,0.945,124.987,4,Billie Eilish,0.1,0.3867233807132522
4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,Taylor Swift,49,1,1,US,2024-08-23,87,True,218004,THE TORTURED POETS DEPARTMENT,2024-04-18,0.701,0.751,0,-8.39,1,0.0502,0.123,0.0,0.15,0.22,129.994,4,Taylor Swift,0.04,0.3558247066749003
2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",47,3,3,US,2024-08-22,90,False,228965,THE TORTURED POETS DEPARTMENT,2024-04-18,0.504,0.386,11,-10.976,1,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,4,Taylor Swift,0.08,0.3902365075557688
0lJNSfWnwJMIh94Dv9jQUt,What Don't Belong To Me,Post Malone,49,-11,1,US,2024-08-22,75,False,207176,F-1 Trillion,2024-08-15,0.478,0.906,10,-5.278,1,0.0819,0.0908,0.0,0.145,0.552,169.986,4,Post Malone,0.04,0.2052282321899736
0gucUyFMFRMlUiVn9US4YX,Losers (Feat. Jelly Roll),"Post Malone, Jelly Roll",48,-12,2,US,2024-08-21,73,False,209038,F-1 Trillion,2024-08-15,0.607,0.76,0,-4.024,0,0.029,0.0292,0.0,0.146,0.414,93.954,4,Post Malone,0.06,0.1958137203166227
1SPI4AlK4121PEQPGSpdcY,California Sober (Feat. Chris Stapleton),"Post Malone, Chris Stapleton",49,-8,1,US,2024-08-21,74,True,204411,F-1 Trillion,2024-08-15,0.455,0.968,0,-3.672,0,0.0391,0.00396,2.06e-05,0.24,0.686,92.511,4,Post Malone,0.04,0.198444327176781
4Kd9tBUgpXv26OfR6ugBv1,Finer Things (Feat. Hank Williams Jr.),"Post Malone, Hank Williams, Jr.",34,3,16,US,2024-08-20,72,False,185533,F-1 Trillion,2024-08-15,0.629,0.937,5,-3.477,0,0.0378,0.00519,0.0,0.389,0.649,123.968,4,Post Malone,0.34,0.1925461741424802
25uMKq5kygC2woAfeetEfE,Nosedive (Feat. Lainey Wilson),"Post Malone, Lainey Wilson",42,5,8,US,2024-08-20,71,False,192459,F-1 Trillion,2024-08-15,0.287,0.782,10,-2.974,1,0.0439,0.108,0.0,0.0825,0.471,154.154,4,Post Malone,0.18,0.18517941952506595
